Epoch,Loss,"L1 W1,1","L1 W2,1","L1 W1,2","L1 W2,2",L1 B1,L1 B2,"L2 W1,1","L2 W2,1",L2 B1,"L1 GW1,1","L1 GW2,1","L1 GW1,2","L1 GW2,2",L1 GB1,L1 GB2,"L2 GW1,1","L2 GW2,1",L2 GB1,Predicted Y1,Predicted Y2,Predicted Y3,Predicted Y4
0,0.4647667944431305,0.037507238984107974,-0.04555175770074128,-0.3267370849847794,0.0974417254328728,0.0,0.0,-0.1974208477884531,-0.5676271587610244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07737263479120884,0.07984654783012957,0.12283397037845134
100,0.24119115732610225,-0.058066391944885255,-0.18908263854682444,-0.42901097014546397,0.11513533890247345,-0.06341424563433973,-0.06975012046750631,0.08246292173862457,-0.4606592506170273,0.336244825553149,0.0038461418356746714,0.00915492348576663,-0.0024598218675237126,-0.0061503429606091075,0.003196456062141792,-0.005171829607570538,-0.016462481805501715,-0.0008587370815803297,0.005972515097528193,0.33818773552775383,0.497329393029213,0.5123255465645343,0.26261317702010273
200,0.20579856499111884,-0.06068738251924514,-0.1918487951159477,-0.43467245921492575,0.11040754318237304,-0.08271564667011255,-0.10206765828770581,0.14579376578330994,-0.46249012351036073,0.38080222143325954,0.0010192886227741948,0.0001401976192937636,-0.0002772266059764548,0.0007537221797974831,0.01247547788175324,0.0005207140784477786,-0.0006102027547086576,-1.3251001291779987e-05,-0.0011542115724296421,0.38322663246653976,0.5620329583529383,0.6131307035684586,0.23957216364797204
300,0.20547488890033208,-0.06707566827535627,-0.1905062772333622,-0.438660654425621,0.09880536496639251,-0.08075503921936615,-0.1159926893189549,0.14564061760902408,-0.4592031702399254,0.38183768644812516,0.0004986945634300379,-0.00020693101016603334,0.00018707509406113186,0.0010569397203653132,-0.0006033128534909161,0.0008355042842595063,0.0003783598898479457,-0.00026188908304902486,0.00034808716445693875,0.38460558705535275,0.5636067862389609,0.6163791060447693,0.23729199912631885
400,0.18541840915990224,-0.0739667221903801,-0.19113244414329528,-0.4124336697161198,0.07293219715356827,-0.07830020789988335,-0.1428107650252059,0.14210600256919861,-0.45863507986068724,0.392341469926032,0.00037530880576923175,0.00019700344407738599,-0.005972732210184952,0.025426102074152367,-0.00033911142154464935,0.02504130312004236,0.0005426968938308848,0.0007210986651983942,-0.005875666602878487,0.3948824520418384,0.6217714146012441,0.6269409894943238,0.24543174714417546
500,0.18471131920926973,-0.07930379919707775,-0.1947407104074955,-0.39936083406209943,0.0733115017414093,-0.07783762992767149,-0.1399393204366788,0.1393038392066956,-0.4601461783051491,0.3973472551197574,0.00042383551102602316,0.00018494317118752707,-0.0003406880825998833,0.00014784924488820168,-0.00046472759013339035,-0.0003130513330006574,0.0005166893573288983,2.4045340551491993e-05,8.149244239345765e-05,0.4005140577763996,0.6297441636677832,0.6326314359903336,0.2380737440009852
600,0.18465619832301639,-0.08571729538962244,-0.19980449080467225,-0.39604529812932016,0.0700347900390625,-0.07819770268542922,-0.14040827839635311,0.13674306273460388,-0.4592121854424477,0.39768234836676586,-0.00013940246560932202,0.0001886632343501966,-0.0005311106098758854,0.00014313100647881657,-0.0010259417753331827,-0.0005071045923273128,0.00010830391206546525,-0.00017011978730464863,1.7580139632391815e-05,0.40083333951142774,0.6302218894124962,0.6313406497240066,0.23846160092532495
700,0.1845844671132061,-0.09102200157940388,-0.20342031195759774,-0.39444115534424784,0.06764917969703674,-0.07613774852216008,-0.13999836473958566,0.13378399014472958,-0.4579765945672989,0.3973242341615048,0.00031517542305368123,0.0001879403257737388,-0.00039383989652235147,0.0001496676170404474,-0.0005745332874980023,-0.00036338587718488254,0.0004700009537742516,-9.954026477033737e-06,0.00018738099311403422,0.4004882351812057,0.6300781285506674,0.632444241642952,0.23820777878287908
800,0.18452090024966658,-0.09635565429925917,-0.20701445862650872,-0.39125884175300596,0.06434753537178038,-0.07532287688081844,-0.14061619418207555,0.13080433607101444,-0.4573783278465271,0.39711799364852995,0.0004041290299838398,0.0001865470780727673,-0.0003594213715274338,0.0001530545204161587,-0.0004900517163264264,-0.0003255189644676113,0.0005374180702481766,3.9824748949975175e-05,0.00011285050985633367,0.4002779588810654,0.6300659899483435,0.6326588958501815,0.23808726546152167
900,0.18445965349692744,-0.10145484283566475,-0.21060834228992462,-0.3879950180649757,0.06099563986063004,-0.07565644671849436,-0.14115677520749156,0.12787997126579284,-0.45675538033246993,0.39699937411167524,0.0003546596677409712,0.00018869717902221232,-0.0004088483621074869,0.00011297251368205222,-0.0005390545154476353,-0.00036980495548277184,0.0004925879272881739,5.967266346829517e-05,2.2403047844915623e-05,0.40014575875529773,0.6301369407796301,0.6324332803487778,0.2382135102918312
