Seed & Epoch,Loss,"L1 W1,1","L1 W2,1","L1 W1,2","L1 W2,2",L1 B1,L1 B2,"L2 W1,1","L2 W2,1",L2 B1,"L1 GW1,1","L1 GW2,1","L1 GW1,2","L1 GW2,2",L1 GB1,L1 GB2,"L2 GW1,1","L2 GW2,1",L2 GB1,Predicted Y1,Predicted Y2,Predicted Y3,Predicted Y4
Seed 1 / Epoch 50000,2.1683219456059e-13,0.8248294591903687,-0.8248295187950134,-1.0115609169006348,1.0115607976913452,1.3759025030424256e-08,1.7524450779404786e-09,1.2246168851852417,0.9985560178756714,4.488047125050798e-07,-2.892479926686065e-07,-1.962936480026656e-10,-1.6005818892494972e-10,-2.3585361930145157e-07,-8.415161012464978e-09,-6.861754719977853e-09,-1.946881127423694e-07,-2.387631354849873e-07,-2.2740366034668117e-08,4.6341438064700934e-07,0.9999995231628418,0.9999995231628418,4.4477920368990453e-07
Seed 2 / Epoch 50000,4.778520690251753e-09,-8.482216835021973,-8.482217788696289,1.0678353309631348,1.0678375959396362,-0.0210459120571613,-1.0678387880325315,-12.025516510009766,-1.891654372215271,-0.0226179994642734,3.369073965586722e-06,3.3762419207050698e-06,3.1147578738455195e-08,3.227506795155932e-08,1.008032768368139e-09,-4.986605972590041e-07,4.757820988743333e-06,-3.1729584293316293e-07,-8.381903171539307e-09,0.0001126993447542,0.9999433159828186,0.9999434351921082,5.327165126800537e-07
Seed 3 / Epoch 50000,4.670069220225059e-09,-8.406170845031738,-8.406171798706055,0.9841503500938416,0.9841482639312744,-0.4300870299339294,-0.9841520190238952,-12.13432788848877,-2.0525150299072266,-0.0722765550017356,3.386223625057028e-06,3.364525809956831e-06,2.926970523731143e-07,2.8902690019094734e-07,3.6158631644411802e-09,-2.794691909002722e-07,4.676774551626295e-06,-4.1292921082458633e-07,-2.9802322387695312e-08,0.0001114830374717,0.999944269657135,0.9999439120292664,2.7567148208618164e-07
Seed 4 / Epoch 50000,1.933560866973494e-09,1.3425533771514893,-1.3425554037094116,7.675069332122803,-7.675063610076904,-5.351428171707084e-07,-7.675071716308594,1.504638671875,-13.29099941253662,-1.020057201385498,2.690503606572747e-07,-2.690503606572747e-07,-2.376615839239093e-06,2.376615839239093e-06,6.277844022406498e-09,-5.545439307752532e-08,4.801348723049159e-07,2.7127950943395263e-06,4.172325134277344e-07,3.659725189208984e-05,0.9999284744262696,1.0,3.5762786865234375e-05
Seed 5 / Epoch 50000,1.855926219998527e-12,0.9499069452285768,-0.9500707387924194,-0.9072145223617554,0.9468520283699036,0.0001637894165469,-0.0396375060081481,1.0636488199234009,1.1134114265441897,4.495057055464713e-07,1.5704489442214253e-07,2.508745353679842e-07,2.629434732170921e-07,1.3120995845383734e-07,1.415959332007333e-07,1.3006604149268244e-07,-8.381275051760896e-08,-1.0729655741670285e-07,1.5105626971489983e-08,-2.666478621904389e-06,0.9999997615814208,0.9999998211860656,4.741085604109685e-07
Seed 6 / Epoch 50000,0.1274997591972351,-0.9864134788513184,0.9986059069633484,0.2350913733243942,0.7646383047103882,-0.0120351901277899,-0.239970251917839,0.8471415042877197,-0.656207799911499,0.5034765601158142,8.82428139448166e-08,0.0,-6.845220923423767e-08,0.0,-1.862645149230957e-09,1.164153218269348e-09,-1.029163527732635e-07,2.497768036846537e-08,-1.788139343261719e-07,0.5049493312835693,0.9949502944946288,0.495050311088562,0.005049705505371
Seed 7 / Epoch 50000,0.2500159740447998,0.1605603098869323,-0.2801383733749389,-0.7939485907554626,-0.9811435341835022,-0.2119577229022979,-0.0040547437965869,-1.254337191581726,-0.4424415230751037,0.492646187543869,-9.395182132720947e-06,-4.925928078591824e-05,-3.3139949664473534e-06,-1.7375336028635502e-05,9.546056389808656e-09,3.376044332981109e-09,-9.797258826438338e-06,-4.447799437912181e-05,-7.748603820800781e-07,0.4953227043151855,0.5031777024269104,0.4968215525150299,0.5046765208244324
Seed 8 / Epoch 50000,0.1689002215862274,0.7169221043586731,-0.7188200354576111,0.3663083016872406,-0.3654191792011261,-0.0080196214839816,-0.0026319371536374,0.7714069485664368,0.3010351359844208,0.3379773199558258,-0.0009638047777116,-0.0012756153009831,-0.0003761206753551,-0.0004978033830411,-0.0022393662948161,-0.0008739031036384,0.0003171747666783,0.0001546121930005,0.0006928443908691,0.3379748165607452,0.3313283324241638,0.9941216707229614,0.3379608690738678
Seed 9 / Epoch 50000,3.1620278617694453e-10,-0.9919357299804688,1.0080912113189695,0.6643384099006653,-1.983859896659851,-8.622176750350263e-09,1.4249613045080878e-08,1.0218943357467651,1.5205127000808716,1.3440144357446115e-06,-1.8275511592946716e-07,-5.774496116828232e-07,-1.839603953612823e-07,-8.592077271885046e-09,1.0859123733553133e-07,-1.796253457087005e-07,-3.922524456356769e-07,-6.916514649901728e-08,-1.17526042231475e-08,1.345068653790804e-06,0.999999225139618,0.9999997615814208,-3.55294905602932e-05
Seed 10 / Epoch 50000,0.2500088810920715,-0.8343347907066345,-0.4567695558071136,-1.0983939170837402,-0.1425632834434509,-0.0140897594392299,-0.2623184621334076,1.4263827800750732,-1.4439293146133425,0.4966619908809662,2.823653630912304e-05,-3.178720362484455e-05,-2.8583919629454613e-05,3.21781262755394e-05,-2.3283064365386963e-09,2.3283064365386963e-09,-6.337194008665392e-06,-1.856603194028139e-05,-1.788139343261719e-07,0.5002486705780029,0.4957918226718902,0.5042080283164978,0.4997511506080627
