Seed & Epoch,Loss,"L1 W1,1","L1 W2,1","L1 W1,2","L1 W2,2",L1 B1,L1 B2,"L2 W1,1","L2 W2,1",L2 B1,"L1 GW1,1","L1 GW2,1","L1 GW1,2","L1 GW2,2",L1 GB1,L1 GB2,"L2 GW1,1","L2 GW2,1",L2 GB1,Predicted Y1,Predicted Y2,Predicted Y3,Predicted Y4
Seed 1 / Epoch 0,0.2536861300468445,-0.4678700864315033,-0.030095377936959267,-0.9424180388450623,0.36496081948280334,0.0,0.0,0.6087149977684021,-0.06132069230079651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568000316619873,0.5655170679092407,0.5540958046913147,0.551828145980835
Seed 1 / Epoch 100,0.25023749470710754,-0.4750969707965851,-0.03412245959043503,-0.9395645260810852,0.3657441735267639,-0.01936974935233593,0.005248584318906069,0.5449649095535278,-0.1187475249171257,-0.1421152800321579,0.00013009458780288696,-0.0002582967281341553,-0.00024907547049224377,1.5489058569073677e-05,0.0006524976342916489,-0.00042213895358145237,0.002480950439348817,0.0018593491986393929,0.005345817655324936,0.5172330141067505,0.513394296169281,0.5078843832015991,0.5044373869895935
Seed 1 / Epoch 200,0.25012412667274475,-0.47473055124282837,-0.029731322079896927,-0.9373401999473572,0.3651842772960663,-0.02221524715423584,0.008839280344545841,0.5323051810264587,-0.1251705288887024,-0.16769585013389587,-0.00012475159019231796,-0.0005323030054569244,-0.00020501145627349615,7.779535371810198e-05,8.727330714464188e-05,-0.00032000045757740736,0.000596621714066714,-2.4292090529343113e-05,0.0010235793888568878,0.5081921815872192,0.5043787360191345,0.49958157539367676,0.49616339802742004
Seed 1 / Epoch 300,0.25011375546455383,-0.47324883937835693,-0.024196472018957138,-0.9353752732276917,0.3643591105937958,-0.02252071537077427,0.011876512318849564,0.5284405946731567,-0.12290935218334198,-0.17315427958965302,-0.0001589595340192318,-0.0005607767961919308,-0.00019010493997484446,8.374173194169998e-05,1.546461135149002e-06,-0.00029257882852107286,0.00026926284772343934,-0.0003339832474011928,0.00028209388256073,0.5065738558769226,0.5030072927474976,0.49799272418022156,0.49479785561561584
Seed 1 / Epoch 400,0.25010693073272705,-0.47165805101394653,-0.01863371953368187,-0.9335210919380188,0.3635392487049103,-0.022479387000203133,0.014733239077031612,0.5261361002922058,-0.11928402632474899,-0.1751387119293213,-0.00015722867101430893,-0.0005497378297150135,-0.00018122210167348385,7.973599713295698e-05,-5.272217094898224e-06,-0.0002797782653942704,0.00020755472360178828,-0.00037524441722780466,0.0001513175666332245,0.5062243342399597,0.5029321312904358,0.49755388498306274,0.49460700154304504
Seed 1 / Epoch 500,0.25010067224502563,-0.4701216220855713,-0.013220364227890968,-0.9317476153373718,0.36276865005493164,-0.022454367950558662,0.01747947372496128,0.524154782295227,-0.1155393198132515,-0.1764872819185257,-0.00014985492452979088,-0.0005328767001628876,-0.0001736711710691452,7.439940236508846e-05,9.103678166866302e-07,-0.0002697681775316596,0.00019154604524374008,-0.0003712069883476943,0.00012465938925743103,0.5060940384864807,0.5030716061592102,0.49731677770614624,0.49461424350738525
Seed 1 / Epoch 600,0.25009480118751526,-0.4686633050441742,-0.007978142239153385,-0.9300466775894165,0.3620513677597046,-0.022503936663269997,0.020130109041929245,0.5222815275192261,-0.11188244074583054,-0.1776842474937439,-0.00014191213995218277,-0.0005158283747732639,-0.00016663980204612017,6.915885023772717e-05,8.99098813533783e-06,-0.0002605357440188527,0.00018369113968219608,-0.00035992261837236583,0.00011586025357246399,0.5060040354728699,0.5032417178153992,0.4971197843551636,0.49465325474739075
Seed 1 / Epoch 700,0.2500893771648407,-0.46728333830833435,-0.0029029983561486006,-0.9284143447875977,0.36138495802879333,-0.02263498865067959,0.02269069105386734,0.5204763412475586,-0.10834414511919022,-0.17881327867507935,-0.00013422779738903046,-0.0004994976334273815,-0.00015997490845620632,6.422807928174734e-05,1.7107464373111725e-05,-0.00025173265021294355,0.00017753630527295172,-0.00034785273601301014,0.00011021643877029419,0.5059238076210022,0.5034115314483643,0.49693500995635986,0.4946960210800171
Seed 1 / Epoch 800,0.2500843107700348,-0.46597835421562195,0.0020130097400397062,-0.9268468618392944,0.36076620221138,-0.02284594252705574,0.025165073573589325,0.5187293291091919,-0.10492531955242157,-0.17988988757133484,-0.00012690899893641472,-0.00048399530351161957,-0.00015363481361418962,5.9621757827699184e-05,2.495618537068367e-05,-0.000243285670876503,0.0001719737338135019,-0.0003360871924087405,0.00010522454977035522,0.5058478116989136,0.5035760402679443,0.4967575669288635,0.49473780393600464
Seed 1 / Epoch 900,0.25007951259613037,-0.4647447168827057,0.006778054870665073,-0.9253411293029785,0.3601919412612915,-0.02313392609357834,0.02755667455494404,0.5170361399650574,-0.10162205249071121,-0.1809181571006775,-0.00011994875967502594,-0.000469292514026165,-0.00014759658370167017,5.532335489988327e-05,3.251340240240097e-05,-0.00023516931105405092,0.00016678718384355307,-0.0003247566055506468,0.00010050088167190552,0.5057750940322876,0.5037347674369812,0.496586412191391,0.49477794766426086
